Subject,Predicate,Object
Cannabidiol,exhibits,DoseProportionalExposureAndPredictablePharmacokinetics
Cannabidiol,hasNoEffectOn,OtherAntiepilepticDrugLevelsExceptClobazam
Cannabidiol,causes,ElevatedLiverEnzymesWhenUsedWithValproate
Cannabidiol,recommendedDoseForFurtherTrials,20mgPerKgPerDay
DravetSyndrome,isTypeOf,SevereEpilepticEncephalopathy
SCN1A,encodes,VoltageGatedSodiumChannelAlpha1Subunit
DravetSyndrome,characterizedBy,FebrileAndAfebrileSeizuresStatusEpilepticusAndMultipleSeizureTypes
FirstLineAntiseizureDrugs,includes,ClobazamAndValproate
SecondLineTherapies,includes,StiripentolTopiramateOrKetogenicDiet
DravetSyndrome,oftenResistantTo,ConventionalAntiseizureDrugs
Cannabidiol,derivedFrom,CannabisSativa
Cannabidiol,actsThrough,TRPV1AndGPR55Modulation
Cannabidiol,approvedByFDAFor,DravetSyndromeIn2018
Study,type,OpenLabelExtensionTrialGWPCARE5
Study,included,PatientsFromGWPCARE1AndGWPCARE2
Patients,received,HighlyPurifiedPlantDerivedCannabidiol
Cannabidiol,titratedFrom,2.5To20mgPerKgPerDayOverTwoWeeks
MaximumDose,was,30mgPerKgPerDay
PrimaryObjective,was,EvaluateLongTermSafetyAndTolerability
SecondaryObjectives,included,AssessEfficacySeizureFrequencyReductionAndPatientReportedOutcomes
TotalPatients,was,264
MedianTreatmentDuration,was,274Days
MeanModalDose,was,21mgPerKgPerDay
Patients,receivedMedianOf,ThreeConcomitantAntiepilepticDrugs
AdverseEvents,occurredIn,93PercentOfPatients
CommonAdverseEvents,were,DiarrheaPyrexiaDecreasedAppetiteSomnolence
SeriousAdverseEvents,occurredIn,29PercentOfPatients
LiverTransaminaseElevations,occurredIn,PatientsTakingValproate
MedianReductionInConvulsiveSeizures,was,38To44Percent
MedianReductionInTotalSeizures,was,39To51Percent
ResponderRate50PercentReduction,was,Over40Percent
PatientsCaregivers,reportedImprovementIn,85PercentAt48Weeks
Cannabidiol,showed,SustainedReductionInSeizureFrequency
SafetyProfile,consistentWith,Previous14WeekRandomizedTrial
Clobazam,increases,PlasmaNDesmethylclobazamLevels
Valproate,associatedWith,ElevatedLiverEnzymesWhenCombinedWithCBD
SlowTitration,reduces,AdverseEventFrequency
CombinationOfCBDAndClobazam,mayRequire,DoseAdjustmentToReduceSedation
CBD,maintained,EfficacyWithoutTolerance
OverallImprovement,reportedBy,MoreThan80PercentOfPatients
LongTermCBDTreatment,isSafeAndEffectiveFor,DravetSyndrome
CBDTreatment,reduces,ConvulsiveAndTotalSeizureFrequency
CBDTreatment,maintains,SustainedSeizureControlOver48Weeks
CBD,shouldBeUsedAs,AddOnTherapyWithMonitoringOfLiverFunction
PatientsAndCaregivers,report,ImprovedOverallCondition
DravetSyndrome,isTypeOf,EpilepticEncephalopathy
DravetSyndrome,causedBy,SCN1ANonsenseVariant
CDKL5DeficiencyDisorder,isTypeOf,XLinkedGeneticEpilepticEncephalopathy
CDKL5DeficiencyDisorder,characterizedBy,DevelopmentalDelayAndDrugResistantSeizures
Ataluren,isChemicalCompound,OxadiazoleDerivative
Ataluren,promotes,ReadThroughOfPrematureStopCodons
Ataluren,increases,ProteinExpressionWithoutAffectingTranscription
Ataluren,approvedFor,DuchenneMuscularDystrophy
StudyPopulation,included,ChildrenWithDravetSyndromeAndCDKL5DeficiencyDisorder
StudyPopulation,required,DocumentedNonsenseVariantInSCN1AOrCDKL5Gene
InclusionCriteria,included,AgeBetween2And12Years
InclusionCriteria,included,FailureOfTwoOrMoreAntiseizureDrugs
Ataluren,dosage,10mgPerKgMorningAndMiddayAnd20mgPerKgEvening
TreatmentPeriod,was,12WeeksPerTreatmentWith4WeekWashout
PrimaryOutcome,was,SafetyProfileOfAtaluren
SecondaryOutcome,was,ChangeInSeizureFrequency
ExploratoryOutcome,was,CognitiveMotorBehavioralAndQualityOfLifeChanges
TotalPatients,was,15
PatientsWithDravetSyndrome,was,7
PatientsWithCDKL5DeficiencyDisorder,was,8
AdverseEvents,occurredIn,MajorityOfPatientsDuringBlindedPhase
SeriousAdverseEvents,occurredIn,FewPatientsAndWereUnrelatedToDrug
Ataluren,didNotReduce,SeizureFrequency
Ataluren,didNotImprove,CognitiveMotorOrBehavioralFunction
Ataluren,didNotImprove,QualityOfLifeMeasures
ValproicAcidLevel,decreasedIn,SomePatientsOnAtaluren
LiverFunctionElevation,occurredIn,TwoCDKL5SubjectsDuringOpenLabelPhase
Ataluren,was,SafeAndWellToleratedInChildrenWithDSAndCDD
Ataluren,had,NoSignificantEfficacyOnSeizureControlOrNeurodevelopment
Study,limitedBy,SmallSampleSizeAndShortTreatmentDuration
Ataluren,mayHave,LimitedBloodBrainBarrierPenetration
Ataluren,metabolizedBy,UGT1A9Enzyme
Ataluren,mayInteractWith,ValproicAcidMetabolism
Ataluren,isNotEffectiveFor,DravetSyndromeOrCDKL5DeficiencyDisorderWithNonsenseVariants
Ataluren,has,FavorableSafetyProfile
FutureStudies,shouldFocusOn,ImprovedCNSPenetrationAndLongerTreatmentDuration
scn1LabMutation,models,DravetSyndromeInZebrafish
scn1LabMutants,exhibit,SeizuresEarlyFatalityAndDrugResistance
HighThroughputScreening,usedFor,IdentifyingAntiepilepticDrugs
Dimethadione,suppressed,ElectrographicSeizureActivity
Fenfluramine,showed,AntiepilepticActivity
HuperzineA,didNotShow,AntiepilepticActivity
EffectiveCompounds,target,CalciumChannelsOrSerotoninSignaling
Study,screened,1000CompoundsFromPHARMAKON1600Library
scn1LabLarvae,screenedAt,5To6DaysPostFertilization
SeizureBehavior,classifiedAs,Stage0ToIIIByVelocityAndConvulsion
TotalCompoundsScreened,was,1012
PositiveHits,were,20Compounds
ToxicCompounds,were,154
HyperexcitableCompounds,were,55
Dimethadione,suppressed,ElectrographicSeizureDischarges
Dimethadione,actsAs,TTypeCalciumChannelAntagonist
Norfloxacin,classifiedAs,FalsePositive
Cytarabine,classifiedAs,FalsePositive
Theobromine,classifiedAs,FalsePositive
Fenfluramine,reduced,SeizureBehaviorAndElectrographicActivityAt100To500Micromolar
HuperzineA,ineffectiveIn,DravetModelButEffectiveInPTZModel
Fenfluramine,toxicAt,1MillimolarConcentration
ZebrafishModel,shares,84PercentGeneticSimilarityWithHumans
scn1LabMutant,validatedBy,ResistanceToEightAntiepilepticDrugs
ValidatedAEDs,includes,ValproateBenzodiazepinesStiripentol
IneffectiveAEDs,includes,PhenytoinCarbamazepineEthosuximidePrimidone
Dimethadione,and,FenfluramineArePotentialTherapeuticTargets
Dimethadione,blocks,TTypeCalciumCurrents
Fenfluramine,actsBy,EnhancingSerotoninRelease
ZebrafishAssays,allow,SimultaneousDetectionOfEfficacyAndToxicity
FalsePositives,mayAriseFrom,BehavioralVariabilityBetweenLarvae
ZebrafishScreening,is,EffectiveForHighThroughputIdentificationOfAEDs
Dimethadione,and,FenfluramineArePromisingCandidatesForDS
HuperzineA,notEffectiveIn,DravetSyndromeModel
ZebrafishModel,enables,RapidAssessmentOfDrugEfficacyAndSafety
SCN1A,isMemberOf,VoltageGatedSodiumChannelFamily
Nav1.1,expressedIn,InhibitoryInterneurons
SCN1AMutation,causes,DravetSyndrome
SCN1AMutation,causes,GEFSPlus
DravetSyndrome,hasAgeOfOnset,Infancy
DravetSyndrome,progressesTo,AfebrileSeizures
DravetSyndrome,associatedWith,IntellectualDisability
DravetSyndrome,associatedWith,Ataxia
GEFSPlus,hasSeizureType,FebrileSeizure
GEFSPlus,hasSeizureType,AfebrileSeizure
DravetSyndrome,oftenResistantTo,AntiepilepticDrug
KetogenicDiet,usedForTreatment,RefractoryEpilepsy
KetogenicDiet,highIn,Fat
KetogenicDiet,lowIn,Carbohydrate
KetogenicDiet,produces,KetoneBody
KetoneBody,includes,BetaHydroxybutyrate
KetogenicDiet,hypothesizedToIncrease,GABAergicInhibition
Scn1aPlusMinusMouse,models,DravetSyndrome
Scn1aRHPlusMouse,models,GEFSPlus
Mouse,hasGenotype,Scn1aMutation
Mouse,housedUnder,TwelveHourLightDarkCycle
Mouse,hasAccessTo,Food
Mouse,hasAccessTo,Water
Mouse,fastedFor,TwelveToFourteenHours
KetogenicDiet,hasFatToProteinCarbohydrateRatio,SixToOne
Mouse,assignedDiet,KetogenicDiet
Mouse,assignedDiet,StandardDiet
DietAdministration,duration,FourteenDays
BetaHydroxybutyrate,measuredUsing,BloodKetoneTestStrip
Glucose,measuredUsing,BloodGlucoseTestStrip
Flurothyl,administeredBy,Inhalation
Flurothyl,induces,GeneralizedTonicClonicSeizure
SeizureThreshold,measuredAs,LatencyToGTCS
KetogenicDiet,reduces,WeightGain
WeightGain,independentOf,Scn1aGenotype
KetogenicDiet,reduces,CaloricIntake
KetogenicDiet,increases,BetaHydroxybutyrate
Scn1aMutation,doesNotAffect,KetoneMetabolism
KetogenicDiet,variablyAffects,GlucoseLevel
GEFSPlusMouse,exhibits,Hypoglycemia
KetogenicDiet,increases,SeizureThreshold
Scn1aMutantMouse,hasReduced,BaselineSeizureThreshold
KetogenicDiet,restores,SeizureThreshold
SeizureThreshold,approximates,WildTypeLevel
KetogenicDiet,shiftsEnergySourceFrom,Glucose
KetogenicDiet,shiftsEnergySourceTo,KetoneBody
KetogenicDiet,associatedWith,ElevatedBetaHydroxybutyrate
KetogenicDiet,mayActivate,KATPChannel
KetogenicDiet,mayEnhance,NoradrenergicTone
KetogenicDiet,mayIncrease,GABAergicSignaling
Scn1aMutation,reduces,InhibitoryTone
KetogenicDiet,compensatesFor,ReducedInhibitoryTone
KetogenicDiet,effectiveIn,Scn1aDerivedEpilepsy
GeneticBackground,modulates,KetogenicDietEfficacy
Introduction,DravetSyndrome,hasGeneticCause
Introduction,SCN1A,encodes
Introduction,DravetSyndrome,hasSeizureType
Introduction,DravetSyndrome,hasComorbidity
Introduction,KetogenicDiet,usedForTreatment
Introduction,KetogenicDiet,induces
Introduction,KetogenicDiet,increases
Methods,Scn1aPlusMinusMouse,models
Methods,Scn1aRHPlusMouse,models
Methods,Mouse,administeredDiet
Methods,KetogenicDiet,hasFatToCarbohydrateRatio
Methods,Mouse,fastedDuration
Methods,Mouse,exposedTo
Methods,Flurothyl,induces
Methods,BetaHydroxybutyrate,measuredIn
Methods,Glucose,measuredIn
Results,KetogenicDiet,reduces
Results,KetogenicDiet,increases
Results,KetogenicDiet,restores
Results,Scn1aMutantMouse,hasReduced
Results,GEFSPlusMouse,shows
Discussion,KetogenicDiet,hasMechanism
Discussion,KetogenicDiet,modulates
Discussion,KetogenicDiet,enhances
Discussion,KetogenicDiet,opens
Discussion,KetogenicDiet,increases
Discussion,KetogenicDiet,effectiveFor
NeurologicalDrug,hasLimitation,SideEffect
DrugScreen,focusesOn,Efficacy
DrugScreen,oftenIgnores,SideEffect
BrainActivityPattern,isMeasuredBy,LocalFieldPotential
LocalFieldPotential,reflects,AggregateNeuralActivity
DravetSyndrome,isModeledBy,scn1labMutantZebrafish
scn1labMutantZebrafish,hasGeneticMutationIn,SCN1A
DravetSyndrome,hasTrigger,Photosensitivity
BrainActivityPatternComplexity,isReducedIn,EpilepticSeizure
ZebrafishLarva,isEmbeddedIn,DualLayerAgarose
LocalFieldPotentialRecording,recordsFrom,Forebrain
LocalFieldPotentialRecording,usesDevice,MicroelectrodeArray
LightStimulus,induces,SeizureLikeActivity
SeizureLikeActivity,isQuantifiedBy,SwimmingVelocity
ElectrophysiologyPlatform,hasThroughput,HighThroughput
IndependentComponentAnalysis,isAppliedTo,LocalFieldPotentialSignal
AutomatedSeizureDetection,usesAlgorithm,XGBoost
CompoundLibrary,contains,AntiepilepticDrug
Compound,isAdministeredAtConcentration,MicromolarRange
scn1labMutantZebrafish,exhibits,PhotosensitiveSeizure
PhotosensitiveSeizure,isTriggeredBy,LightPulse
scn1labMutantZebrafish,hasIncreased,SwimmingVelocity
scn1labMutantZebrafish,exhibits,HighAmplitudeIctalSpike
LocalFieldPotentialComplexity,isReducedIn,scn1labMutantZebrafish
Compound,reduces,SeizureFrequency
Compound,restores,BrainActivityPatternComplexity
GABAergicCompound,isEnrichedAmong,EffectiveCompound
Fluoxetine,reduces,SeizureLikeActivity
Progesterone,improves,LocalFieldPotentialPattern
BrainActivityPatternAnalysis,predicts,DrugEfficacy
BrainActivityPatternAnalysis,predicts,DrugSideEffectProfile
BehavioralScreen,hasHighRateOf,FalsePositive
ElectrophysiologyBasedScreen,reduces,FalsePositive
Fluoxetine,hasClinicalEvidenceIn,DravetSyndrome
GABAAReceptorModulator,mayCause,Sedation
Sedation,confounds,BehavioralReadout
HighThroughputElectrophysiology,enables,CNSDrugDiscovery
Epilepsy,definedAs,PersistentRiskOfUnprovokedSeizure
Epilepsy,affectsPopulation,SixtyFiveMillionIndividuals
PediatricEpilepsy,hasPrevalence,SevenPointTwoFourPerThousand
Epilepsy,increasesRiskOf,SUDEP
Epilepsy,increasesRiskOf,StatusEpilepticus
Epilepsy,reduces,QualityOfLife
TreatmentResistantEpilepsy,definedBy,FailureOfTwoAntiSeizureMedications
TreatmentResistantEpilepsy,hasLimitedTreatmentOption,SurgicalManagement
EndocannabinoidSystem,modulates,GABANeurotransmission
EndocannabinoidSystem,modulates,GlutamateNeurotransmission
CB1Receptor,activationReduces,CalciumInflux
CB1Receptor,reducesReleaseOf,GABA
CB1Receptor,reducesReleaseOf,Glutamate
CannabisBasedMedicinalProduct,consideredFor,TreatmentResistantEpilepsy
Cannabidiol,hasEffectOn,SeizureFrequency
Cannabidiol,approvedFor,DravetSyndrome
Cannabidiol,approvedFor,LennoxGastautSyndrome
Delta9THC,actsAs,PartialCB1Agonist
Delta9THC,actsAs,PartialCB2Agonist
Delta9THC,hasUnclearEffectOn,SeizureControl
Study,hasDesign,CaseSeries
Study,usesDataSource,UKMedicalCannabisRegistry
Study,includesPopulation,ChildrenWithTRE
Patient,hasAge,LessThanEighteenYears
TreatmentResistantEpilepsy,definedBy,ILAEConsensus
Patient,excludedIf,FollowUpLessThanThreeMonths
CBMP,initiatedBy,PediatricNeurologist
Patient,hasRecorded,SeizureFrequency
PatientCohort,hasMeanAge,NinePointSevenYears
PatientCohort,hasComorbidity,LearningDifficulty
PatientCohort,hasComorbidity,Autism
Patient,treatedWith,CBDIsolate
Patient,treatedWith,CBDBroadSpectrum
Patient,treatedWith,CBDAndDelta9THC
CBDAndDelta9THC,achieves,FiftyPercentSeizureReduction
CBDAndDelta9THC,hasHigherResponseRateThan,CBDIsolate
CBDAndDelta9THC,hasHigherResponseRateThan,CBDBroadSpectrum
Study,reports,CompleteSeizureRemission
AdverseEvent,reportedIn,FortyFivePercentPatients
AdverseEvent,mostly,MildOrModerate
IPESScore,exhibits,NoSignificantChange
CBMP,exhibits,PositiveSignalForSeizureReduction
CBMP,appears,WellToleratedShortTerm
Study,limitedBy,LackOfControlGroup
Study,limitedBy,SelectionBias
PlaceboEffect,mayContributeTo,ObservedSeizureReduction
Delta9THC,associatedWith,HigherSeizureReduction
IPES,mayNotCapture,SeizureBurdenChange
CBMP,requiresFurtherStudyIn,RandomizedControlledTrial
LongTermSafety,ofCBMP,Unknown
Stiripentol,isAntiseizureMedication,TRUE
Stiripentol,approvedFor,DravetSyndrome
Stiripentol,approvedBy,EuropeanMedicinesAgency
Stiripentol,approvedBy,FoodAndDrugAdministration
Stiripentol,usedAs,AddOnTherapy
DravetSyndrome,classifiedAs,DevelopmentalAndEpilepticEncephalopathy
NonDravetDREE,hasLimited,TreatmentOption
Stiripentol,hasProposedMechanism,AugmentsGABAergicNeurotransmission
Stiripentol,modulates,GlucoseMetabolism
Stiripentol,inhibits,CalciumChannel
Stiripentol,reduces,CalciumMediatedNeurotoxicity
Study,hasDesign,RetrospectiveObservationalStudy
Study,conductedAt,HospitalRuberInternacional
Study,studyPeriod,January2000ToFebruary2023
Participant,diagnosedWith,DevelopmentalAndEpilepticEncephalopathy
Participant,receivedTreatment,Stiripentol
Responder,definedBy,FiftyPercentSeizureReduction
StatusEpilepticus,definedBy,SeizureLongerThanThirtyMinutes
MedianAge,equals,FiveYears
DravetGroup,hasEarlier,EpilepsyOnset
Stiripentol,retentionRateAt12Months,SixtyEightPercent
Stiripentol,responderRateAt12Months,SixtyFivePercent
Stiripentol,seizureFreeRateAt12Months,EighteenPercent
AdverseEvent,reportedIn,FortySixPercentPatients
AdverseEvent,mostCommonType,Drowsiness
AdverseEvent,mostCommonType,ReducedAppetite
AdverseEvent,mostCommonType,Irritability
Stiripentol,hasSimilarEfficacyIn,DravetAndNonDravetDREE
Stiripentol,exhibits,SustainedEfficacy
Stiripentol,exhibits,AcceptableTolerability
Stiripentol,effectiveIn,NonDravetDREE
Study,limitedBy,RetrospectiveDesign
Study,limitedBy,SmallSampleSize
Stiripentol,mayBeTherapeuticOptionFor,BroadDREEPopulation
DravetSyndrome,causedBy,SCN1AMutation
SCN1A,encodes,Nav1_1
DravetSyndrome,hasClinicalFeature,EarlyOnsetSeizure
DravetSyndrome,hasClinicalFeature,DevelopmentalDelay
DravetSyndrome,associatedWith,SUDEP
scn1LabMutantZebrafish,models,DravetSyndrome
scn1LabMutantZebrafish,exhibits,SpontaneousSeizureActivity
Zebrafish,maintainedUnder,ControlledLightDarkCycle
Electrophysiology,records,LocalFieldPotential
PositiveHit,definedBy,VelocityReductionGreaterThanFortyPercent
Clemizole,suppresses,SeizureBehavior
Clemizole,reduces,ElectrographicSeizureFrequency
Clemizole,bindsTo,HTR2A
Clemizole,bindsTo,HTR2B
SerotoninModulator,suppresses,SeizureActivity
Trazodone,suppresses,SeizureBehavior
Lorcaserin,suppresses,SeizureBehavior
Lorcaserin,reduces,ElectrographicSeizureFrequency
SerotoninSignaling,modulates,GABAergicInhibition
HTR2AActivation,increases,SynapticInhibition
HTR2CActivation,hasAntiepilepticEffect,TRUE
Lorcaserin,reduces,SeizureFrequency
ZebrafishModel,enables,RapidDrugDiscovery
DravetSyndrome,is,CatastrophicEpilepticEncephalopathy
DravetSyndrome,hasOnsetAge,BeforeOneYear
DravetSyndrome,associatedWith,ProlongedSeizure
SCN1A,resultsIn,Nav1_1Haploinsufficiency
CurrentAED,failsToControl,DravetSyndromeSeizure
PhenotypeBasedScreening,usedIn,Zebrafish
scn1labZebrafish,models,DravetSyndrome
scn1labZebrafish,exhibits,SpontaneousElectrographicSeizure
scn1labZebrafish,exhibits,ConvulsiveSwimBehavior
SerotoninModulator,identifiedAs,PotentialTherapy
Clemizole,classifiedAs,SerotoninModulator
Lorcaserin,classifiedAs,SerotoninModulator
Trazodone,classifiedAs,SerotoninModulator
Fenfluramine,classifiedAs,SerotoninModulator
Clemizole,usedAs,ParentCompound
ClemizoleAnalog,synthesizedCount,TwentyEight
LarvalZebrafish,ageAtTesting,FiveDaysPostFertilization
LFPRecording,obtainedFrom,Forebrain
IctalEvent,definedBy,DurationGreaterThanFiveHundredMilliseconds
InterictalEvent,definedBy,DurationBetweenOneHundredAndTwoHundredMilliseconds
ReceptorBindingAssay,performedBy,NIMHPDSP
BindingAssay,targets,HTR2A
BindingAssay,targets,HTR2B
BindingAssay,targets,HTR2C
ClemizoleAnalog4,reduces,ConvulsiveSwimBehavior
ClemizoleAnalog6,reduces,ConvulsiveSwimBehavior
ClemizoleAnalog20,reduces,ConvulsiveSwimBehavior
ClemizoleAnalog9,classifiedAs,ToxicAtHighDose
ClemizoleAnalog4,reduces,ElectrographicSeizureFrequency
ClemizoleAnalog6,reduces,ElectrographicSeizureFrequency
ClemizoleAnalog20,reduces,ElectrographicSeizureFrequency
ClemizoleAnalog4,bindsPreferentiallyTo,HTR2B
ClemizoleAnalog6,bindsPreferentiallyTo,HTR2B
ClemizoleAnalog20,bindsPreferentiallyTo,HTR2B
ClemizoleAnalog4,hasKiValue,SixHundredTwelveNanomolar
ClemizoleAnalog6,hasKiValue,TwoHundredEightyFiveNanomolar
ClemizoleAnalog20,hasKiValue,SevenHundredSeventyTwoNanomolar
Methylergonovine,agonizes,HTR2B
Methylergonovine,suppresses,ConvulsiveSwimBehavior
SixAPB,agonizes,HTR2B
SixAPB,suppresses,ConvulsiveSwimBehavior
Norfenfluramine,agonizes,HTR2B
Norfenfluramine,suppresses,ConvulsiveSwimBehavior
HTR2BAgonist,reduces,SeizureFrequency
HTR2BAgonist,reduces,ElectrographicSeizureEvent
HTR2BActivation,mediates,AntiepilepticEffect
SerotonergicCompound,sharesMechanism,HTR2BActivation
Clemizole,mechanismOfAction,HTR2BActivation
Lorcaserin,mechanismOfAction,HTR2BActivation
Trazodone,mechanismOfAction,HTR2BActivation
Fenfluramine,mechanismOfAction,HTR2BActivation
HTR2B,expressedIn,Astrocyte
HTR2B,expressedIn,Microglia
HTR2B,modulates,CalciumSignaling
Astrocyte,modulates,GABAergicInhibition
ZebrafishModel,enables,HighThroughputDrugDiscovery
ZebrafishModel,validatedBy,ClinicalDrugEfficacy
DravetSyndrome,classifiedAs,CatastrophicChildhoodEpilepsy
DravetSyndrome,associatedWith,MovementDisorder
DravetSyndrome,associatedWith,SleepAbnormality
DravetSyndrome,associatedWith,Anxiety
Nav1_1,expressedIn,AxonInitialSegment
Nav1_1,expressedIn,NodesOfRanvier
scn1lab,isHomologOf,SCN1A
scn1labMutation,models,DravetSyndrome
scn1labMutantZebrafish,exhibits,EarlyLifeSeizure
scn1labMutantZebrafish,exhibits,MetabolicDeficit
scn1labMutantZebrafish,exhibits,EarlyDeath
scn1labs552Mutant,studiedAtAge,ThreeToSixDaysPostFertilization
LarvalZebrafish,maintainedOn,FourteenTenLightDarkCycle
LarvalZebrafish,raisedAtTemperature,TwentyEightPointFiveCelsius
LocomotorAssay,records,DistanceMoved
LocomotorAssay,records,Velocity
DiurnalActivityAssay,duration,TwentyFourHours
Drug,dissolvedIn,DimethylSulfoxide
DrugTreatment,usesConcentration,TwoPointFiveMicromolar
DrugTreatment,usesConcentration,TwentyFiveMicromolar
DrugTreatment,usesConcentration,TwoHundredFiftyMicromolar
Interneuron,labeledBy,dlx5_6GFPReporter
InterneuronDensity,quantifiedUsing,LightSheetMicroscopy
scn1labs552Mutant,hasIncreased,NighttimeLocomotorActivity
scn1labs552Mutant,travelsGreaterDistanceThan,WildType
NighttimeHyperactivity,indicates,SleepDisturbance
scn1labs552Mutant,reduces,CenterZoneTime
ReducedCenterZoneTime,indicates,IncreasedAnxiety
scn1labs552Mutant,reduces,Exploration
Diazepam,reduces,NighttimeLocomotion
Clemizole,reduces,NighttimeLocomotion
Trazodone,doesNotReduce,NighttimeLocomotion
ValproicAcid,doesNotReduce,NighttimeLocomotion
Diazepam,increases,CenterZoneDuration
