Subject,Predicate,Object,Section,PMCID
EpiCARECenters,canRecruitPatientsFor,FutureStudies,Conclusion,7918306
SCN1A,encodes,Nav1.1,Introduction,9679167
Nav1.1,isTypeOf,VoltageGatedSodiumChannel,Introduction,9679167
SCN1A,hasVariantType,LossOfFunction,Introduction,9679167
SCN1A,hasVariantType,GainOfFunction,Introduction,9679167
SCN1A_LossOfFunction,causes,DravetSyndrome,Introduction,9679167
SCN1A_LossOfFunction,causes,GEFSPlus,Introduction,9679167
SCN1A_GainOfFunction,causes,FamilialHemiplegicMigraineType3,Introduction,9679167
SCN1A_GainOfFunction,causes,EarlyInfantileDevelopmentalAndEpilepticEncephalopathy,Introduction,9679167
SCN1A_GainOfFunction,causes,NeonatalEpilepsyWithArthrogryposis,Introduction,9679167
DravetSyndrome,hasClinicalFeature,DrugResistantEpilepsy,Introduction,9679167
DravetSyndrome,hasClinicalFeature,IntellectualDisability,Introduction,9679167
FamilialHemiplegicMigraineType3,hasClinicalFeature,HemiparesisDuringAttacks,Introduction,9679167
Study,includes,ThirtyFivePatientsWithSCN1AVariants,Methods,9679167
Study,uses,WholeCellVoltageClampElectrophysiology,Methods,9679167
Study,compares,WildTypeVersusVariantNav1.1Subunits,Methods,9679167
Variants,classifiedBy,ACMGGuidelines,Methods,9679167
Variants,identifiedBy,NextGenerationSequencing,Methods,9679167
Variants,validatedBy,SangerSequencing,Methods,9679167
Variants,predictedBy,PolyPhenSIFTMutationTasterCADD,Methods,9679167
SCN1A_GainOfFunctionVariants,clusterIn,ChannelInactivationRegions,Results,9679167
SCN1A_LossOfFunctionVariants,clusterIn,PoreRegions,Results,9679167
SCN1A_GainOfFunctionVariants,cause,NeonatalDevelopmentalEpilepticEncephalopathyWithArthrogryposis,Results,9679167
SCN1A_GainOfFunctionVariants,cause,EarlyInfantileDevelopmentalEpilepticEncephalopathyWithMovementDisorder,Results,9679167
SCN1A_GainOfFunctionVariants,cause,DevelopmentalEpilepticEncephalopathyWithoutMovementDisorder,Results,9679167
NDEEMA,characterizedBy,NeonatalSeizuresAndArthrogryposis,Results,9679167
NDEEMA,characterizedBy,TonicSeizuresApneasAndProfoundDisability,Results,9679167
EIDEE,characterizedBy,TonicAndFocalClonicSeizuresWithMovementDisorder,Results,9679167
SCN1A_GainOfFunctionVariants,respondsTo,SodiumChannelBlockers,Results,9679167
SodiumChannelBlockers,includes,CarbamazepinePhenytoinLamotrigineLacosamide,Results,9679167
Patients,show,ReductionInSeizuresWithSCBUse,Results,9679167
GOFVariants,associatedWith,NeuronalHyperexcitability,Results,9679167
FHM3Variants,cause,StrongerGainOfFunctionThanEpilepsyVariants,Results,9679167
SCN1A_GainOfFunctionDisorders,expandSpectrumTo,MultipleEpilepsyPhenotypes,Discussion,9679167
SCN1A_GainOfFunctionDisorders,differFrom,SCN1A_LossOfFunctionDisorders,Discussion,9679167
SCN1A_GainOfFunctionDisorders,show,ResponseToSodiumChannelBlockers,Discussion,9679167
DravetSyndrome,worsensWith,SodiumChannelBlockers,Discussion,9679167
SCN1A_GainOfFunctionVariants,shouldBeConsideredIn,EarlyOnsetNonDravetEpilepsies,Discussion,9679167
FHM3Variants,cause,LargerIncreaseInPersistentCurrent,Discussion,9679167
EpilepsyVariants,cause,MildGainOfFunction,Discussion,9679167
VariantLocation,affects,PhenotypeSeverity,Discussion,9679167
SingleAminoAcidChange,alters,PhenotypeBetweenEpilepsyAndMigraine,Discussion,9679167
SCN1A_GainOfFunctionVariants,associatedWith,DiseaseSpectrumFromNDEEMAToFHM3,Conclusion,9679167
GOFDisorders,shouldBeDiagnosedEarlyToGuide,SodiumChannelBlockerTherapy,Conclusion,9679167
LossOfFunctionTherapies,contraindicatedIn,GainOfFunctionDisorders,Conclusion,9679167
SCN1A_GainOfFunctionDisorders,require,PrecisionTreatmentApproach,Conclusion,9679167
Lacosamide,hasMechanismOfAction,EnhancesSlowInactivationOfVoltageGatedSodiumChannels,Introduction,3585895
Lacosamide,doesNotAffect,RapidInactivationOfSodiumChannels,Introduction,3585895
Lacosamide,reduces,NeuronalHyperexcitability,Introduction,3585895
Lacosamide,isChemicallyClassifiedAs,AminoAcidDerivative,Introduction,3585895
Lacosamide,hasBioavailability,Approximately100Percent,Introduction,3585895
Lacosamide,isApprovedFor,PatientsOver16Years,Introduction,3585895
RefractoryEpilepsy,requires,NewTreatmentOptionsForChildren,Introduction,3585895
Lacosamide,isInvestigatedFor,PediatricRefractoryEpilepsy,Introduction,3585895
Study,isTypeOf,ProspectiveOpenLabelObservationalMulticenterStudy,Methods,3585895
Study,conductedAt,18NeuropediatricUnitsInSpain,Methods,3585895
StudyPopulation,includes,130ChildrenUnder16YearsWithRefractoryEpilepsy,Methods,3585895
Lacosamide,administeredAs,OralSolutionOrTablet,Methods,3585895
Lacosamide,initialDose,1To2mgPerKgPerDay,Methods,3585895
Lacosamide,titratedTo,6To9mgPerKgPerDayOver4To6Weeks,Methods,3585895
ConcomitantAEDs,maintainedAt,StableDoseDuringStudy,Methods,3585895
Efficacy,assessedBy,ReductionInSeizureFrequency,Methods,3585895
Responder,definedAs,GreaterThan50PercentReductionInSeizureFrequency,Methods,3585895
Tolerability,assessedBy,AdverseEventReportingLaboratoryEEG,Methods,3585895
Lacosamide,achievedResponderRate,62.3Percent,Results,3585895
Lacosamide,achievedCompleteSeizureSuppression,13.8Percent,Results,3585895
Lacosamide,hasNoDoseResponseRelationshipForAdverseEffects,Results,Human,3585895
Lacosamide,causedAdverseEffectsIn,30PercentOfPatients,Results,3585895
Lacosamide,caused,InstabilityAndDizziness,Results,3585895
Lacosamide,caused,BlurredVision,Results,3585895
Lacosamide,wellToleratedIn,MajorityOfPediatricPatients,Results,3585895
Lacosamide,reduced,SeizureFrequencyInRefractoryEpilepsy,Results,3585895
Lacosamide,effectiveWith,LevetiracetamAndValproateCoAdministration,Results,3585895
Lacosamide,lessEffectiveWith,OtherSodiumChannelBlockingAEDs,Results,3585895
Lacosamide,noSignificantEffectOn,EEGAndLaboratoryParameters,Results,3585895
Lacosamide,didNotCause,CardiovascularEffects,Results,3585895
Lacosamide,isEffectiveIn,PediatricRefractoryEpilepsy,Discussion,3585895
Lacosamide,combinationWithLevetiracetamOrValproate,improvesEfficacy,Discussion,3585895
Lacosamide,combinationWithSodiumChannelBlockers,increasesRiskOfNeurotoxicity,Discussion,3585895
Lacosamide,caused,InstabilityAndDifficultyWalkingInSomePatients,Discussion,3585895
Lacosamide,requires,FurtherInvestigationInRandomizedControlledTrials,Discussion,3585895
Lacosamide,generallyWellToleratedAt,DosesUpTo9mgPerKgPerDay,Discussion,3585895
Lacosamide,didNotExhibit,DoseDependentAdverseEffects,Discussion,3585895
Lacosamide,mayImprove,BehaviorAndResponseToStimuli,Discussion,3585895
Lacosamide,isEffectiveAndWellToleratedIn,ChildrenWithRefractoryEpilepsy,Conclusion,3585895
Lacosamide,recommendedDose,1To2mgPerKgPerDayInitialAnd6To9mgPerKgPerDayMaintenance,Conclusion,3585895
Lacosamide,administered,TwiceDaily,Conclusion,3585895
Lacosamide,reduces,SeizureFrequencyRegardlessOfOtherAEDs,Conclusion,3585895
Lacosamide,shouldBeUsedCautiouslyWith,OtherSodiumChannelBlockingAEDs,Conclusion,3585895
Lacosamide,requires,FurtherRandomizedControlledTrials,Conclusion,3585895
DravetSyndrome,isTypeOf,PharmacoResistantEpilepsy,Introduction,0
Valproate,isFirstLineTreatmentFor,DravetSyndrome,Introduction,0
Benzodiazepines,areFirstLineTreatmentFor,DravetSyndrome,Introduction,0
Lamotrigine,aggravates,SeizuresInDravetSyndrome,Introduction,0
Carbamazepine,aggravates,SeizuresInDravetSyndrome,Introduction,0
Phenobarbital,aggravates,SeizuresInDravetSyndrome,Introduction,0
Stiripentol,demonstratesEfficacyWhenCombinedWith,ValproateAndClobazam,Introduction,0
Topiramate,provides,AdjunctiveEfficacy,Introduction,0
Levetiracetam,provides,AdjunctiveEfficacy,Introduction,0
KetogenicDiet,reduces,SeizureFrequency,Introduction,0
Stiripentol,enhances,GABAergicNeurotransmission,Mechanism,0
Stiripentol,actsOn,Alpha3SubunitOfGABAAReceptors,Mechanism,0
Stiripentol,inhibits,CytochromeP450System,Mechanism,0
Stiripentol,increases,PlasmaConcentrationOfValproateAndClobazam,Mechanism,0
Stiripentol,reduces,AppetiteAndBodyWeight,Mechanism,0
Stiripentol,hasAntiepilepticEffectIndependentOf,PharmacokineticInteractions,Mechanism,0
Stiripentol,wasTestedIn,TwoDoubleBlindControlledTrials,Results,0
Stiripentol,achievedResponderRate,71PercentInFrenchTrial,Results,0
Stiripentol,achievedResponderRate,67PercentInItalianTrial,Results,0
Stiripentol,reduced,OverallSeizureRateBy70Percent,Results,0
Stiripentol,improved,SeizureControlAndReducedStatusEpilepticus,Results,0
Stiripentol,wasApprovedAs,OrphanDrugInEuropeIn2007,Results,0
Stiripentol,effectiveIn,Over500DravetPatients,Results,0
Stiripentol,hasConfirmedBenefitIn,JapanesePatients,Results,0
Topiramate,achievedResponderRate,55PercentInOpenStudies,Results,0
Topiramate,achievedSeizureFreedomIn,ThreePatients,Results,0
Topiramate,didNotWorsen,Seizures,Results,0
Levetiracetam,achievedResponderRate,64PercentInOpenLabelTrial,Results,0
KetogenicDiet,reduced,SeizureFrequencyByHalfAt3Months,Results,0
KetogenicDiet,improved,BehaviorInDravetChildren,Results,0
Stiripentol,hasAdverseEffects,DrowsinessAtaxiaNauseaAbdominalPainLossOfAppetiteWeightLoss,Safety,0
Stiripentol,causes,AsymptomaticNeutropeniaOccasionally,Safety,0
Stiripentol,safetyProfile,ConfirmedInLongTermEuropeanSurvey,Safety,0
Topiramate,sideEffects,MildAndTransient,Safety,0
Valproate,combinationWithTopiramate,mayCauseApathyAndElevatedAmmoniaLevels,Safety,0
Valproate,shouldBeStartedAt,FirstOnsetOfComplicatedFebrileSeizure,Discussion,0
Clobazam,shouldBeAddedWhen,RelapsesOccur,Discussion,0
Stiripentol,shouldBeAddedWhenAvailable,RelapseManagement,Discussion,0
TopiramateAndKetogenicDiet,areAlternativesIn,PharmacoResistantCases,Discussion,0
LamotrigineCarbamazepinePhenobarbital,shouldBeAvoidedIn,DravetSyndrome,Discussion,0
EarlySeizureControl,mayPrevent,CognitiveDeterioration,Discussion,0
AnimalModels,areUsefulFor,TestingNewTherapeuticsBeforeHumanTrials,Discussion,0
Stiripentol,isEffectiveAdjunctiveTreatmentFor,DravetSyndrome,Conclusion,0
Stiripentol,combinedWith,ValproateAndClobazam,Conclusion,0
TopiramateAndKetogenicDiet,areAlternativeOptionsFor,PharmacoResistantDravetSyndrome,Conclusion,0
EarlyDiagnosis,allows,TimelyInitiationOfEffectiveTherapy,Conclusion,0
DravetSyndrome,hasCharacteristic,FebrileSeizuresInFirstYearOfLife,Introduction,5765252
DravetSyndrome,hasCharacteristic,MultipleSeizureTypes,Introduction,5765252
DravetSyndrome,hasCharacteristic,PsychomotorRegression,Introduction,5765252
DravetSyndrome,causedByMutationIn,SCN1A,Introduction,5765252
SCN1A,encodes,SodiumChannelAlpha1Subunit,Introduction,5765252
SCN1AMutation,leadsTo,MalfunctionOfInhibitoryNeurons,Introduction,5765252
Stiripentol,enhances,GABAergicNeurotransmission,Introduction,5765252
Stiripentol,increases,DurationOfGABAAReceptorOpening,Introduction,5765252
Stiripentol,interferesWith,GABAReuptakeAndMetabolism,Introduction,5765252
Stiripentol,approvedForUseIn,CombinationWithValproateAndClobazam,Introduction,5765252
Study,includes,32PediatricDravetSyndromePatients,Methods,5765252
Patients,classifiedInto,MutationAndNonMutationGroups,Methods,5765252
MutationGroup,has,PathogenicOrLikelyPathogenicSCN1AVariants,Methods,5765252
NonMutationGroup,has,BenignOrVariantOfUnknownSignificance,Methods,5765252
Stiripentol,administeredAt,25To100mgPerKgPerDay,Methods,5765252
Valproate,doseReducedTo,20mgPerKgPerDayWhenCombinedWithStiripentol,Methods,5765252
Clobazam,doseReducedTo,0.5mgPerKgPerDayWhenCombinedWithStiripentol,Methods,5765252
Efficacy,assessedBy,ReductionInSeizureFrequencyRelativeToBaseline,Methods,5765252
MutationGroup,hadMeanSeizureReductionOf,72.53Percent,Results,5765252
NonMutationGroup,hadMeanSeizureReductionOf,50.58Percent,Results,5765252
Stiripentol,wasMoreEffectiveIn,SCN1AMutationGroup,Results,5765252
MissenseMutations,showed,87.5PercentSeizureReduction,Results,5765252
TruncationMutations,showed,70.5PercentSeizureReduction,Results,5765252
LinkerRegionMutations,showed,PoorResponseToStiripentol,Results,5765252
VoltageSensorAndPoreRegionMutations,showed,HighResponseToStiripentol,Results,5765252
Stiripentol,caused,SedationInTwoPatients,Results,5765252
Stiripentol,caused,LossOfAppetiteInOnePatient,Results,5765252
Stiripentol,didNotCause,MajorAdverseEvents,Results,5765252
SCN1AMutations,occurIn,MoreThan70PercentOfDravetSyndromePatients,Discussion,5765252
Stiripentol,combinedWith,ValproateAndClobazam,Discussion,5765252
CombinationTherapy,reduces,SeizureFrequencySignificantly,Discussion,5765252
CarbamazepineAndLamotrigine,shouldBeAvoidedIn,DravetSyndrome,Discussion,5765252
Stiripentol,actsAs,PositiveAllostericModulatorOfGABAAReceptor,Discussion,5765252
Stiripentol,inhibits,CytochromeP450Enzymes,Discussion,5765252
Stiripentol,increases,PlasmaConcentrationOfOtherAntiepilepticDrugs,Discussion,5765252
Stiripentol,isEffectiveIn,PatientsWithMissenseAndTruncationMutations,Discussion,5765252
SCN1AProtein,consistsOf,FourDomainsWithSixTransmembraneSegments,Discussion,5765252
SCN1AMutations,affect,PoreLoopAndVoltageSensorRegions,Discussion,5765252
Efficacy,wasLowerIn,PatientsWithLinkerRegionMutations,Discussion,5765252
Stiripentol,isEffectiveIn,DravetSyndromeWithSCN1AMutations,Conclusion,5765252
Stiripentol,hasBetterEfficacyIn,PatientsWithDefiniteSCN1AMutations,Conclusion,5765252
Stiripentol,shouldBeUsedAs,AddOnTherapyWithValproateAndClobazam,Conclusion,5765252
FurtherStudies,neededToEvaluate,MutationSpecificEfficacyOfStiripentol,Conclusion,5765252
DravetSyndrome,causedBy,SCN1ALossOfFunctionMutation,Introduction,8301289
SCN1A,encodes,NaV1.1SodiumChannel,Introduction,8301289
DravetSyndrome,characterizedBy,FebrileAndSpontaneousSeizures,Introduction,8301289
DravetSyndrome,hasComorbidity,HyperactivitySleepDisorderAnxietyAndCognitiveDeficits,Introduction,8301289
CurrentTherapies,haveLimitation,PoorEfficacyAndIntolerance,Introduction,8301289
Cannabidiol,hasTherapeuticPotentialFor,DravetSyndrome,Introduction,8301289
Clonazepam,isPositiveAllostericModulatorOf,GABAAReceptor,Introduction,8301289
Clonazepam,isFirstLineTreatmentFor,AcuteSeizures,Introduction,8301289
Cannabidiol,approvedForUseIn,DravetSyndromeAndLennoxGastautSyndrome,Introduction,8301289
CombinationTherapy,hypothesizedToProvide,AdditiveAntiseizureEfficacy,Introduction,8301289
MouseModel,usedFor,ConditionalDeletionOfScn1a,Methods,8301289
Scn1a+/−Mouse,models,DravetSyndrome,Methods,8301289
Clonazepam,administeredAt,0.0625mgPerKgIntraperitoneally,Methods,8301289
Cannabidiol,administeredAt,100mgPerKgIntraperitoneally,Methods,8301289
Clonazepam,administeredBefore,ThermalSeizureInduction,Methods,8301289
Cannabidiol,administeredBefore,ThermalSeizureInduction,Methods,8301289
ThermalSeizureInduction,performedBy,GradualIncreaseOfBodyTemperature,Methods,8301289
SeizureSeverity,evaluatedUsing,RacineScale,Methods,8301289
Efficacy,assessedBy,ThresholdTemperatureDurationAndSeverity,Methods,8301289
Clonazepam,increased,SeizureThresholdTemperature,Results,8301289
CombinationOfCBDAndClonazepam,increased,ThresholdTemperatureForSeizureInduction,Results,8301289
CombinationOfCBDAndClonazepam,reduced,SeizureDurationAdditively,Results,8301289
Clonazepam,hadNoEffectOn,SeizureDurationOrSeverity,Results,8301289
Cannabidiol,reduced,SeizureDuration,Results,8301289
CombinationOfCBDAndClonazepam,hadNoEffectOn,SeizureSeverity,Results,8301289
CombinationTreatment,shifted,ThermalInductionCurvesToHigherTemperatures,Results,8301289
CombinationTreatment,additivelyReduced,SeizureDurationComparedToCLZAlone,Results,8301289
CombinationTreatment,didNotChange,SeizureSeverity,Results,8301289
DravetSyndrome,hasPathogenicMechanism,ReducedSodiumCurrentInGABAergicInterneurons,Discussion,8301289
Clonazepam,enhances,PostsynapticGABAergicTransmission,Discussion,8301289
Cannabidiol,modulates,PresynapticGABAergicTransmissionViaGPR55,Discussion,8301289
GPR55,expressedIn,InterneuronsAndExcitatoryNeurons,Discussion,8301289
Cannabidiol,reduces,SeizureDurationViaGPR55Antagonism,Discussion,8301289
CombinationTherapy,provides,AdditiveGABAEnhancingEffects,Discussion,8301289
CombinationTherapy,offers,PotentialForReducedSedation,Discussion,8301289
CombinationOfCBDAndClonazepam,isEffectiveFor,ThermallyInducedSeizuresInDravetSyndrome,Conclusion,8301289
CombinationTherapy,reduces,SeizureDurationAndThermalSensitivity,Conclusion,8301289
CombinationTherapy,suggestedToImprove,CognitionAndSocialBehavior,Conclusion,8301289
CombinationTherapy,supports,UseOfCBDWithReducedDoseOfBenzodiazepines,Conclusion,8301289
CombinationTherapy,represents,PromisingStrategyForDravetSyndromeTreatment,Conclusion,8301289
Cannabidiol,isNonpsychoactiveCompoundDerivedFrom,Cannabis,Introduction,7966506
Cannabidiol,hasTherapeuticUseIn,Epilepsy,Introduction,7966506
Cannabidiol,approvedForTreatmentOf,DravetSyndromeAndLennoxGastautSyndrome,Introduction,7966506
Cannabidiol,hasLowAndVariable,OralBioavailability,Introduction,7966506
Cannabidiol,metabolizedBy,CytochromeP450AndUGTEnzymes,Introduction,7966506
Cannabidiol,hasPotential,DrugDrugInteractionsWithAntiseizureMedications,Introduction,7966506
Study,conductedAs,OpenProspectiveMulticenterExpandedAccessProgram,Methods,7966506
Study,included,PatientsWithDravetSyndromeAndLennoxGastautSyndrome,Methods,7966506
Cannabidiol,administeredAs,PurifiedOralSolutionEpidyolex,Methods,7966506
Cannabidiol,startingDose,2To5mgPerKgPerDay,Methods,7966506
Cannabidiol,maximumDose,18To25mgPerKgPerDay,Methods,7966506
BloodSamples,collectedAt,PreDoseAnd2.5HoursPostDose,Methods,7966506
PlasmaCBDLevels,quantifiedUsing,UHPLC_MSMS,Methods,7966506
Patients,classifiedBy,AgeSexAndConcomitantASMTherapy,Methods,7966506
CBDPlasmaConcentration,increasedLinearlyWith,DailyDose,Results,7966506
CBDTroughConcentration,was,91ngPerMl,Results,7966506
CBDPostDoseConcentration,doubledTo,190ngPerMl,Results,7966506
CBDPlasmaConcentration,showed,HighIntersubjectVariability,Results,7966506
CBDConcentrationToDoseRatio,wasHigherIn,AdultsComparedToChildren,Results,7966506
Sex,hadNoSignificantEffectOn,CBDConcentrationDoseRatio,Results,7966506
EnzymeInducingASMs,didNotSignificantlyAlter,CBDLevels,Results,7966506
Responders,had,54PercentRateOfSeizureReduction,Results,7966506
AdverseEvents,occurredIn,43PercentOfPatients,Results,7966506
AdverseEvents,included,AppetiteLossDiarrheaSomnolenceElevatedTransaminaseBehavioralChanges,Results,7966506
CBDPlasmaConcentration,correlatesWith,DailyDose,Discussion,7966506
CBDPlasmaConcentration,variesDueTo,BioavailabilityAndMetabolism,Discussion,7966506
FoodIntake,increases,CBDBioavailabilityByFourToFiveFold,Discussion,7966506
Age,affects,CBDPharmacokinetics,Discussion,7966506
Adults,haveHigher,CBDConcentrationPerDoseUnit,Discussion,7966506
CBDExposure,notInfluencedBy,SexOrEnzymeInducingASMs,Discussion,7966506
CBD,metabolizedBy,CYP2C19CYP3A4AndUGTs,Discussion,7966506
Clobazam,increases,7HydroxyCBDLevelsViaUGTInhibition,Discussion,7966506
StiripentolAndValproate,haveNoSignificantEffectOn,CBDBioavailability,Discussion,7966506
CBDConcentration,notCorrelatedWith,SeizureControlOrAdverseEffects,Discussion,7966506
CBDTreatment,resultedIn,ResponderRateSimilarToPreviousClinicalTrials,Discussion,7966506
AdverseEvents,lessFrequentThan,PreviousStudies,Discussion,7966506
CBDPharmacokinetics,characterizedBy,DoseDependentButVariableAbsorption,Conclusion,7966506
Age,influences,CBDPlasmaLevels,Conclusion,7966506
ReducedCBDDose,recommendedFor,OlderPatients,Conclusion,7966506
CBDTreatment,safeAndEffectiveIn,PharmacoresistantEpilepsyIncludingDravetSyndrome,Conclusion,7966506
Cannabidiol,isApprovedForTreatmentOf,DravetSyndromeAndLennoxGastautSyndrome,Introduction,7434926
